stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version
BEL,211,1915,99,11642,156,14200,7709,891,0.0057101,4
BEL,211,1916,99,19716,189,16900,7692,888,0.0061165,4
BEL,211,1917,10,23977,194,14900,7642,885,0.005499,4
BEL,211,1918,11,28120,209,13900,7556,882,0.0053984,4
BEL,211,1919,334,35107,212,18500,7577,879,0.0090503,4
BEL,211,1920,1253,38050,156,22376,7406,884,0.0111112,4
BEL,211,1921,789,39382,100,20454,7482,889,0.0106286,4
BEL,211,1922,1565,39752,117,22709,7540,893,0.0122384,4
BEL,211,1923,2297,30321,133,28991,7607,898,0.0141975,4
BEL,211,1924,2875,25652,82,30801,7684,904,0.0151218,4
BEL,211,1925,2549,28872,82,31415,7812,909,0.0135945,4
BEL,211,1926,3339,17975,83,31377,7875,914,0.0145372,4
BEL,211,1927,3680,17767,66,36596,7932,919,0.0142058,4
BEL,211,1928,3905,24395,65,35176,8003,924,0.0139558,4
BEL,211,1929,4110,27063,67,38442,8060,929,0.0138329,4
BEL,211,1930,3354,39217,69,37317,8092,934,0.0144047,4
BEL,211,1931,3105,38851,66,33599,8159,940,0.0159915,4
BEL,211,1932,2790,33474,67,27185,8213,945,0.017586,4
BEL,211,1933,2731,47928,66,29443,8248,950,0.0152273,4
BEL,211,1934,2944,66961,68,30477,8276,955,0.0142023,4
BEL,211,1935,3023,43984,68,29132,8300,961,0.0117495,4
BEL,211,1936,3168,52691,67,30596,8331,966,0.0109372,4
BEL,211,1937,3863,55382,72,36561,8361,971,0.0117063,4
BEL,211,1938,2279,63225,90,31565,8387,977,0.0103779,4
BEL,211,1939,3104,63255,85,30468,8396,948,0.0096205,4
BEL,211,1940,1894,289421,82,26015,8295,921,0.0075867,4
BEL,211,1945,749,561299,80,16234,8344,913,0.0047496,4
BEL,211,1946,2297,865450,79,23652,8389,901,0.0098077,4
BEL,211,1947,2882,572702,75,32591,8512,897,0.0105055,4
BEL,211,1948,3920,440764,71,34054,8557,894,0.0109084,4
BEL,211,1949,3849,174317,70,32976,8614,890,0.0094229,4
BEL,211,1950,3777,166920,74,26698,8639,886,0.0082221,4
BEL,211,1951,5054,267099,77,32207,8678,882,0.0091781,4
BEL,211,1952,5067,395346,81,32601,8730,878,0.0090424,4
BEL,211,1953,4497,392921,86,32263,8778,874,0.0079596,4
BEL,211,1954,4973,399539,91,33936,8819,870,0.0085987,4
BEL,211,1955,5852,341340,94,36566,8868,867,0.007855,4
BEL,211,1956,6312,341573,98,39285,8924,866,0.0079786,4
BEL,211,1957,6233,365511,101,38420,8989,866,0.0077318,4
BEL,211,1958,5980,366093,106,35355,9053,867,0.0076895,4
BEL,211,1959,6410,374919,108,35194,9104,865,0.0073392,4
BEL,211,1960,7141,383680,110,36221,9153,869,0.0072474,4
BEL,211,1961,6960,393581,110,37100,9217,874,0.0070954,4
BEL,211,1962,7297,424086,110,38403,9221,879,0.0070632,4
BEL,211,1963,7279,446834,115,44939,9290,884,0.006993,4
BEL,211,1964,8796,498756,115,43908,9378,889,0.0070917,4
BEL,211,1965,9229,504453,115,45629,9464,894,0.0070624,4
BEL,211,1966,8917,530076,115,45833,9528,898,0.0065908,4
BEL,211,1967,9716,568072,115,46565,9581,903,0.0066709,4
BEL,211,1968,11573,606689,115,55774,9619,926,0.0071827,4
BEL,211,1969,12837,628002,115,64153,9646,916,0.0073306,4
BEL,211,1970,12609,701953,110,70937.41,9656,919,0.006803,4
BEL,211,1971,12444,831880,110,70676.24,9673,956,0.0068356,4
BEL,211,1972,14532,1026536,105,82541.11,9709,984,0.0072937,4
BEL,211,1973,15523,1296483,107,87279.04,9738,1012,0.0072465,4
BEL,211,1974,16224,1482312,105,80520.3,9768,1040,0.0072017,4
BEL,211,1975,11584,1927703,103,75730.98,9795,1068,0.0063462,4
BEL,211,1976,12145,2109675,103,78582.08,9811,1096,0.0063417,4
BEL,211,1977,11256,2496443,107,88463.78,9822,1124,0.0063332,4
BEL,211,1978,12624,3166709,109,84655.61,9830,1152,0.0065112,4
BEL,211,1979,13464,3631502,107,87476.54,9837,1180,0.0065866,4
BEL,211,1980,12344,3958349,108,85449.35,9847,1239,0.0063528,4
BEL,211,1981,12299,3385496,110,78420.53,9852,1289,0.0060742,4
BEL,211,1982,10182,2891634,109,70875.01,9856,1339,0.0054972,4
BEL,211,1983,10266,2676841,109,63648.51,9856,1389,0.0052496,4
BEL,211,1984,11414,2452687,107,164550.2,9855,1439,0.0060831,4
BEL,211,1985,10781,1796000,107,148091.1,9858,1491,0.0055726,4
BEL,211,1986,9803,2870000,107,169080.2,9862,1486,0.0056866,4
BEL,211,1987,9844,3510000,109,177070.2,9870,1483,0.0057366,4
BEL,211,1988,11240,2800000,110,178908.8,9902,1480,0.0056925,4
BEL,211,1989,10956,2580000,110,193985.7,9938,1477,0.005776,4
BEL,211,1990,11424,3070000,106,201399.1,9967,1474,0.0058403,4
BEL,211,1991,11340,3250000,101,220732.5,9979,1456,0.006281,4
BEL,211,1992,10332,3160000,79,210055.3,10055,1460,0.0058658,4
BEL,211,1993,10176,4000000,70,212468.3,10084,1466,0.0059483,4
BEL,211,1994,11331,4014000,53,216891.9,10116,1473,0.0060274,4
BEL,211,1995,11606,4449000,47,212518.2,10137,1477,0.0059431,4
BEL,211,1996,10818,4333000,45,215795.1,10159,1482,0.0056761,4
BEL,211,1997,10739,3769000,46,221091.9,10188,1486,0.005438,4
BEL,211,1998,11425,3737000,43,215748.6,10141,1491,0.0055809,4
BEL,211,1999,10931,3442000,42,247064.6,10152,1495,0.0055585,4
BEL,211,2000,11636,3212000,39,247736.8,10161,1497,0.0053823,4
BEL,211,2001,10762,3017000,39,248831.9,10287,1499,0.005132,4
BEL,211,2002,11343,3155000,39,254079,10333,1490,0.0051064,4
BEL,211,2003,11114,3902000,41,265255.3,10372,1480,0.0049644,4
BEL,211,2004,11698,4311000,38,260428.7,10417,1471,0.0047466,4
BEL,211,2005,10422,4250000,36,244663.8,10473,1461,0.004304,4
BEL,211,2006,11631,4294000,37,246322.2,10542,1452,0.0042766,4
BEL,211,2007,10692,5000000,40,213428.5,10623,1460,0.0038946,4
LUX,212,1920,585,125,0,789,261,0,0.0014826,4
LUX,212,1921,754,142,0,714,261,0,0.0029766,4
LUX,212,1922,1394,210,0,786,261,0,0.0035851,4
LUX,212,1923,1201,192,0,1002,263,0,0.0027373,4
LUX,212,1924,1887,117,0,1066,266,0,0.0042608,4
LUX,212,1925,2086,146,0,1078,268,0,0.0040837,4
LUX,212,1926,2244,189,0,1076,270,0,0.0042631,4
LUX,212,1927,2471,163,0,1283,278,0,0.0043054,4
LUX,212,1928,2567,193,0,1261,287,0,0.0041399,4
LUX,212,1929,2702,250,0,1393,292,0,0.0039873,4
LUX,212,1930,2270,269,0,1370,297,0,0.004225,4
LUX,212,1931,2035,357,0,1235,300,0,0.0052036,4
LUX,212,1932,1956,209,0,996,301,0,0.0068466,4
LUX,212,1933,1845,227,0,1078,302,0,0.0048368,4
LUX,212,1934,1932,326,0,1120,304,0,0.0042048,4
LUX,212,1935,1837,388,0,1056,301,0,0.003249,4
LUX,212,1936,1981,328,0,1091,297,0,0.0028194,4
LUX,212,1937,2510,338,0,1307,299,0,0.0032994,4
LUX,212,1938,1437,595,0,1133,301,0,0.0023471,4
LUX,212,1939,1762,975,0,1081,298,0,0.0023212,4
LUX,212,1940,1042,1168,-9,928,296,0,0.0016442,4
LUX,212,1944,1269,1412,-9,384,286,0,0.0018096,4
LUX,212,1945,259,1758,-9,551,283,0,0.0005187,4
LUX,212,1946,1295,1936,2,806,286,0,0.0021544,4
LUX,212,1947,1715,2117,2,1107,289,0,0.0023244,4
LUX,212,1948,2453,2306,3,1155,292,0,0.0029497,4
LUX,212,1949,2279,2548,3,1123,294,0,0.0027704,4
LUX,212,1950,2451,3396,3,1085,296,0,0.0025657,4
LUX,212,1951,3077,5267,3,1314,297,0,0.0029105,4
LUX,212,1952,3002,8634,3,1269,299,0,0.0027811,4
LUX,212,1953,2659,9677,3,1239,301,0,0.0022205,4
LUX,212,1954,2828,11350,3,1276,303,0,0.0024755,4
LUX,212,1955,3225,12280,3,1311,305,0,0.002149,4
LUX,212,1956,3456,7906,3,1462,307,0,0.0021872,4
LUX,212,1957,3493,8742,3,1515,308,0,0.0021452,4
LUX,212,1958,3379,8577,3,1514,310,0,0.0022324,4
LUX,212,1959,3663,8066,3,1350,312,0,0.0021104,4
LUX,212,1960,4084,5266,3,1341,314,0,0.0020712,4
LUX,212,1961,4113,5835,6,1368,317,0,0.0020903,4
LUX,212,1962,4010,7131,6,1467,321,0,0.0019982,4
LUX,212,1963,4032,6995,2,1685,324,0,0.0018628,4
LUX,212,1964,4559,9272,2,1777,328,0,0.001857,4
LUX,212,1965,4585,9611,2,1821,332,0,0.001777,4
LUX,212,1966,4390,10012,2,1818,334,0,0.0016264,4
LUX,212,1967,4481,8260,2,1834,335,0,0.0016064,4
LUX,212,1968,4834,7480,1,2048,336,0,0.0016245,4
LUX,212,1969,5521,7820,1,2082,338,0,0.0016951,4
LUX,212,1970,5462,8320,1,710.8629,339,0,0.0015728,4
LUX,212,1971,5241,9044,1,903.5015,342,0,0.0015469,4
LUX,212,1972,5457,11745,1,1100.316,347,0,0.0014957,4
LUX,212,1973,5294,15419,1,1275.982,350,0,0.0013243,4
LUX,212,1974,6448,18228,1,1772.341,355,0,0.0015925,4
LUX,212,1975,4625,22730,1,1612.723,359,0,0.0012546,4
LUX,212,1976,4566,25463,1,1819.391,361,0,0.0011854,4
LUX,212,1977,4329,28709,1,1695.385,361,0,0.0011309,4
LUX,212,1978,4791,36644,1,1761.885,362,0,0.0011792,4
LUX,212,1979,4954,42362,1,1645.081,363,0,0.0011708,4
LUX,212,1980,4624,52457,1,1556.608,364,0,0.0011274,4
LUX,212,1981,3790,46123,1,1391.274,365,0,0.0009408,4
LUX,212,1982,3510,41128,1,1285.399,366,0,0.0009501,4
LUX,212,1983,3294,44321,1,1168.79,366,0,0.000869,4
LUX,212,1984,3987,39684,1,2115.248,366,0,0.0009822,4
LUX,212,1985,3945,23460,1,1297.749,367,0,0.0009495,4
LUX,212,1986,3705,29140,1,1288.631,368,0,0.000902,4
LUX,212,1987,3302,73100,1,1379.315,371,0,0.0007944,4
LUX,212,1988,3661,74220,1,1480.443,374,0,0.0008295,4
LUX,212,1989,3720,76020,1,1595.439,378,0,0.000841,4
LUX,212,1990,3480,100230,1,1595.352,382,0,0.0007684,4
LUX,212,1991,3384,105720,1,1681.366,387,0,0.0008248,4
LUX,212,1992,3072,95930,1,1768.782,390,0,0.0007704,4
LUX,212,1993,3288,108000,1,1769.871,398,0,0.0008156,4
LUX,212,1994,3073,128000,1,1902.576,404,0,0.0007671,4
LUX,212,1995,2613,142000,1,2016.376,410,0,0.0006441,4
LUX,212,1996,2502,145000,1,2110.314,416,0,0.00062,4
LUX,212,1997,2580,134000,1,2135.592,417,0,0.0006009,4
LUX,212,1998,2477,146000,1,2171.851,422,0,0.0005968,4
LUX,212,1999,2600,135000,1,2187.632,426,0,0.0006123,4
LUX,212,2000,2571,129000,1,2291.514,431,0,0.0005672,4
LUX,212,2001,2725,145000,1,2310.746,442,0,0.0005984,4
LUX,212,2002,2719,154000,1,2897.007,446,0,0.0005699,4
LUX,212,2003,2675,200000,1,2939.494,452,0,0.0005315,4
LUX,212,2004,2684,236000,1,3201.186,458,0,0.0004935,4
LUX,212,2005,2194,245000,1,3151.423,465,0,0.0003976,4
LUX,212,2006,2802,254000,1,3366.964,473,0,0.0004503,4
LUX,212,2007,2858,279000,1,3271.162,480,0,0.0004284,4
FRN,220,1816,115,10554,132,937,29480,858,0.117286,4
FRN,220,1817,121,8864,131,975,29700,870,0.1144892,4
FRN,220,1818,127,8042,138,1015,29880,882,0.1151947,4
FRN,220,1819,133,9747,182,1057,30060,894,0.1244631,4
FRN,220,1820,140,9414,208,1100,30250,906,0.1233428,4
FRN,220,1821,160,8429,198,1170,30450,919,0.1204428,4
FRN,220,1822,170,9735,243,1245,30700,931,0.1323384,4
FRN,220,1823,190,13569,256,1325,30940,944,0.1467643,4
FRN,220,1824,198,11064,239,1410,31190,957,0.1370163,4
FRN,220,1825,199,10609,237,1500,31410,970,0.1358082,4
FRN,220,1826,206,10604,237,1597,31600,983,0.1383329,4
FRN,220,1827,216,10014,237,2237,31800,996,0.1347034,4
FRN,220,1828,221,12073,247,2379,32000,1010,0.1437191,4
FRN,220,1829,217,11110,265,2248,32280,1023,0.1361123,4
FRN,220,1830,266,12618,259,2531,32370,1037,0.1401243,4
FRN,220,1831,225,18174,373,2341,32570,1052,0.14995,4
FRN,220,1832,225,15838,311,2554,32730,1078,0.1415275,4
FRN,220,1833,236,14117,299,2779,32890,1106,0.1385674,4
FRN,220,1834,269,12501,267,3224,33070,1134,0.137249,4
FRN,220,1835,295,11823,289,3282,33260,1163,0.1364132,4
FRN,220,1836,308,11198,294,3773,33540,1193,0.1321525,4
FRN,220,1837,332,11636,307,4110,33690,1223,0.1374405,4
FRN,220,1838,348,11981,304,4292,33790,1255,0.136514,4
FRN,220,1839,350,12691,300,4186,33940,1287,0.1328695,4
FRN,220,1840,348,18414,446,4254,34080,1320,0.1503098,4
FRN,220,1841,377,20166,483,4970,34230,1353,0.1578778,4
FRN,220,1842,399,20211,438,5211,34450,1388,0.1579932,4
FRN,220,1843,423,18192,397,5301,34660,1424,0.1497432,4
FRN,220,1844,427,17746,361,5504,34900,1460,0.1435148,4
FRN,220,1845,439,17839,357,6341,35160,1497,0.1414417,4
FRN,220,1846,522,19344,388,6640,35400,1536,0.1373469,4
FRN,220,1847,592,20679,394,7696,35470,1559,0.1464414,4
FRN,220,1848,472,22227,387,6095,35520,1583,0.1356841,4
FRN,220,1849,414,19339,465,6356,35550,1607,0.1321712,4
FRN,220,1850,406,16838,439,7191,35630,1632,0.1270325,4
FRN,220,1851,446,16588,402,7392,35800,1657,0.1277584,4
FRN,220,1852,523,17272,397,7955,35950,1752,0.1276614,4
FRN,220,1853,661,17578,424,9384,36070,1853,0.1309712,4
FRN,220,1854,771,30356,440,10830,36230,1959,0.1253639,4
FRN,220,1855,849,43844,645,12340,36080,2072,0.1463942,4
FRN,220,1856,923,36391,645,12870,36190,2192,0.1404021,4
FRN,220,1857,992,22006,528,13148,36300,2318,0.1394619,4
FRN,220,1858,872,19967,427,12941,36340,2451,0.1314255,4
FRN,220,1859,864,32307,465,13081,36500,2592,0.1387151,4
FRN,220,1860,898,25746,608,14260,36510,2742,0.1220797,4
FRN,220,1861,967,26626,528,15407,37390,2900,0.10858,4
FRN,220,1862,1091,26762,520,16258,37520,2946,0.1061196,4
FRN,220,1863,1157,27082,493,16505,37710,2992,0.1023744,4
FRN,220,1864,1213,26345,487,17490,37860,3040,0.097339,4
FRN,220,1865,1204,23844,479,18470,38020,3088,0.1106782,4
FRN,220,1866,1260,24182,458,20124,38080,2644,0.1093204,4
FRN,220,1867,1229,29169,461,20327,38230,3187,0.1166648,4
FRN,220,1868,1235,26153,483,20881,38330,3238,0.1140514,4
FRN,220,1869,1381,23912,474,21423,38390,3290,0.1133013,4
FRN,220,1870,1178,59066,452,18950,38440,3342,0.1273982,4
FRN,220,1871,860,54323,1000,18921,36190,3395,0.1373235,4
FRN,220,1872,1218,23643,483,22932,36140,3297,0.1032218,4
FRN,220,1873,1382,24975,534,24834,36340,3369,0.1059417,4
FRN,220,1874,1416,24764,474,23586,36490,3442,0.1045917,4
FRN,220,1875,1448,25528,485,24610,36660,3517,0.1054471,4
FRN,220,1876,1435,27541,501,24594,36830,3594,0.1019857,4
FRN,220,1877,1507,29114,523,24068,37000,3510,0.1003129,4
FRN,220,1878,1521,29956,543,24607,37180,3596,0.1008068,4
FRN,220,1879,1400,29391,525,25441,37320,3678,0.1044386,4
FRN,220,1880,1725,32816,544,28738,37450,3761,0.1083109,4
FRN,220,1881,1886,36993,578,29421,37590,3829,0.1105362,4
FRN,220,1882,2039,39695,588,31011,37730,3891,0.1116411,4
FRN,220,1883,2069,38423,516,32497,37860,3937,0.110877,4
FRN,220,1884,1872,35795,526,31178,38010,3981,0.1045231,4
FRN,220,1885,1631,35721,519,29911,38110,4018,0.1010312,4
FRN,220,1886,1517,34895,536,29671,38230,4046,0.0990058,4
FRN,220,1887,1568,35359,519,31270,38260,4111,0.0963572,4
FRN,220,1888,1683,35068,569,32522,38290,4256,0.0934993,4
FRN,220,1889,1734,36677,589,33338,38370,4328,0.0955397,4
FRN,220,1890,1962,36771,596,36762,38380,4489,0.0953017,4
FRN,220,1891,1897,37244,605,36784,38350,4575,0.0964239,4
FRN,220,1892,2057,36900,606,36861,38360,3829,0.0938241,4
FRN,220,1893,2003,35917,610,36203,38380,4660,0.0946154,4
FRN,220,1894,2070,36617,590,38243,38420,4704,0.0931334,4
FRN,220,1895,2004,35936,586,38547,38460,4748,0.0885783,4
FRN,220,1896,2340,36062,613,39890,38550,4793,0.0904131,4
FRN,220,1897,2484,37421,623,41754,38700,4899,0.0869356,4
FRN,220,1898,2525,37337,654,43216,38820,5008,0.0821318,4
FRN,220,1899,2578,38813,654,45244,38890,5119,0.0817033,4
FRN,220,1900,1565,40569,621,48650,38940,5233,0.0747144,4
FRN,220,1901,1425,41993,603,47064,38980,5350,0.0730278,4
FRN,220,1902,1568,40335,610,44335,39050,5373,0.0717419,4
FRN,220,1903,1840,39552,614,48796,39120,5398,0.072877,4
FRN,220,1904,2096,38956,596,47614,39190,5422,0.0702541,4
FRN,220,1905,2255,41947,626,48114,39220,5446,0.0623652,4
FRN,220,1906,2451,45662,635,51568,39270,5471,0.0694171,4
FRN,220,1907,2767,44152,619,55089,39270,5531,0.0703614,4
FRN,220,1908,2723,45054,619,55496,39370,5592,0.0722516,4
FRN,220,1909,3039,47412,641,56672,39430,5654,0.0700629,4
FRN,220,1910,3413,49539,652,57047,39540,5716,0.0704682,4
FRN,220,1911,3837,55441,638,59364,39620,5780,0.0713195,4
FRN,220,1912,4429,61367,642,60034,39670,5843,0.0722322,4
FRN,220,1913,4687,66706,632,64844,39770,5908,0.0680457,4
FRN,220,1914,2802,1235000,789,45084,33220,5906,0.0747499,4
FRN,220,1915,1111,3525000,4997,39355,33380,5903,0.0791578,4
FRN,220,1916,1784,4604000,5260,41873,32850,5901,0.085814,4
FRN,220,1917,1991,5825000,5141,46522,32500,5897,0.0840357,4
FRN,220,1918,1800,7708000,5277,41616,32830,5893,0.0884128,4
FRN,220,1919,1293,634729,2364,44334,31970,5889,0.0613224,4
FRN,220,1920,2706,361910,1457,58353,39000,5940,0.0581747,4
FRN,220,1921,3099,318474,547,52964,39240,5992,0.0501187,4
FRN,220,1922,4538,476084,545,62354,39420,6043,0.0573338,4
FRN,220,1923,5222,418297,511,70127,39880,6096,0.0576591,4
FRN,220,1924,6670,261851,479,78234,40310,6149,0.0609819,4
FRN,220,1925,7464,324761,475,77129,40610,6202,0.0601707,4
FRN,220,1926,8617,281326,471,80133,40870,6256,0.0603111,4
FRN,220,1927,8349,452194,494,85465,40940,6302,0.0627019,4
FRN,220,1928,9479,381380,469,85223,41050,6349,0.0587918,4
FRN,220,1929,9716,377983,411,94054,41230,6396,0.055518,4
FRN,220,1930,9444,498642,411,96188,41610,6444,0.0611266,4
FRN,220,1931,7816,495306,441,88825,41860,6492,0.0647201,4
FRN,220,1932,5638,543528,422,78905,41860,6471,0.0689378,4
FRN,220,1933,6577,524231,449,81751,41890,6451,0.0638299,4
FRN,220,1934,6155,707568,458,80930,41950,6431,0.0575316,4
FRN,220,1935,6255,867102,548,78039,41940,6411,0.0518318,4
FRN,220,1936,6686,995347,588,80015,41910,6391,0.0530614,4
FRN,220,1937,6406,890526,613,87915,41930,6370,0.0475344,4
FRN,220,1938,6137,919284,581,82599,41960,6351,0.0455686,4
FRN,220,1939,7950,1023651,581,79602,41900,6397,0.0395961,4
FRN,220,1940,4413,5707762,5000,56951,41000,6422,0.0758349,4
FRN,220,1941,4310,605022,373,48138,8000,2381,0.0157879,4
FRN,220,1942,4488,742009,-9,49025,8000,2381,0.0155561,4
FRN,220,1944,3092,1214083,579,32470,38900,6517,0.0182324,4
FRN,220,1945,1661,1230509,578,45663,39700,6551,0.0179454,4
FRN,220,1946,4408,1257334,578,70062,40280,6593,0.0313083,4
FRN,220,1947,5733,1844090,580,76580,40640,6666,0.0349788,4
FRN,220,1948,7236,910344,577,80735,41044,6740,0.0325886,4
FRN,220,1949,9152,1246614,588,92822,41400,6816,0.0354923,4
FRN,220,1950,8652,1489278,595,81344,41736,6892,0.0332216,4
FRN,220,1951,9835,2199999,620,93400,42056,6969,0.0329915,4
FRN,220,1952,10867,3018000,655,95592,42360,7046,0.033362,4
FRN,220,1953,9997,3490000,699,92209,42652,7125,0.0317597,4
FRN,220,1954,10627,3428000,745,95660,43057,7234,0.0329684,4
FRN,220,1955,12592,2948000,802,98982,43428,7343,0.0306306,4
FRN,220,1956,13398,3653000,856,110168,43843,7485,0.0325624,4
FRN,220,1957,14096,3692000,913,109639,44311,7629,0.0327303,4
FRN,220,1958,14616,3620000,961,111257,44789,7775,0.0337533,4
FRN,220,1959,15219,3646000,992,110341,45240,7925,0.0325902,4
FRN,220,1960,17281,3897000,1025,114638,45684,8078,0.0328493,4
FRN,220,1961,17570,4128544,720,123162,46163,8233,0.0303877,4
FRN,220,1962,17240,4517387,705,129914,46998,8392,0.0294007,4
FRN,220,1963,17556,4670207,735,142992,47816,8532,0.0292256,4
FRN,220,1964,19780,4964419,690,151682,48310,8674,0.0288329,4
FRN,220,1965,19604,5167691,585,159093,48758,8820,0.0277353,4
FRN,220,1966,19585,5446060,580,163383,49164,8967,0.0262937,4
FRN,220,1967,19655,5881679,595,175535,49548,9117,0.0260741,4
FRN,220,1968,20410,5896937,570,181324,49914,9271,0.0249054,4
FRN,220,1969,22511,5761015,570,197973,50315,9424,0.0246253,4
FRN,220,1970,23773,5933017,570,243732.9,50768,9582,0.024065,4
FRN,220,1971,22859,6296947,565,251426.8,51249,9604,0.0238588,4
FRN,220,1972,24054,7531669,560,265734.1,51703,9625,0.0239396,4
FRN,220,1973,25264,9493489,581,291133.1,52131,9647,0.0244239,4
FRN,220,1974,27023,9954053,585,282765.2,52492,9656,0.0239187,4
FRN,220,1975,21530,13034714,585,253040.9,52699,9665,0.0232128,4
FRN,220,1976,23221,13369110,585,284184.6,52909,9795,0.0233903,4
FRN,220,1977,22094,15015875,584,284525.8,53145,9901,0.0230707,4
FRN,220,1978,22841,18874092,581,291641.3,53376,10008,0.0234235,4
FRN,220,1979,23360,22667529,578,317863.3,53606,10116,0.0239133,4
FRN,220,1980,23176,26424988,575,296200,53880,10225,0.0238516,4
FRN,220,1981,21258,23867415,575,268747.7,54182,10330,0.0218667,4
FRN,220,1982,18402,22523616,578,249946,54480,8889,0.0201645,4
FRN,220,1983,17582,21654890,578,244015.8,54728,9004,0.019221,4
FRN,220,1984,19000,20212036,571,539879.5,55026,9121,0.0208917,4
FRN,220,1985,19008,16716000,563,529247.3,55284,9239,0.0199468,4
FRN,220,1986,17865,24230000,558,523881.8,55547,9359,0.0205886,4
FRN,220,1987,17693,29580000,559,501724.6,55824,9480,0.0206807,4
FRN,220,1988,19122,30700000,558,516294.7,56118,9603,0.02061,4
FRN,220,1989,16800,28580000,558,533612.8,56423,9728,0.0209357,4
FRN,220,1990,19020,34790000,554,571024.4,56735,9854,0.0221232,4
FRN,220,1991,18432,37340000,554,595982.3,57055,9920,0.0234724,4
FRN,220,1992,18024,34870000,542,603011.3,57374,9986,0.0235311,4
FRN,220,1993,17112,37200000,506,613522.4,57654,10053,0.0238955,4
FRN,220,1994,18031,45184000,506,598363.8,57900,10121,0.0247664,4
FRN,220,1995,18100,47768000,504,624708.9,58139,10176,0.0250185,4
FRN,220,1996,17633,47401000,501,684113.1,58375,10232,0.0249387,4
FRN,220,1997,19767,41523000,475,665694.7,58607,10289,0.0238356,4
FRN,220,1998,20126,40834000,449,692127,58683,10345,0.0239751,4
FRN,220,1999,20200,37811000,421,680096,58886,10402,0.0228116,4
FRN,220,2000,20954,34053000,294,702146.1,59080,10589,0.020735,4
FRN,220,2001,19343,32909000,274,697501.5,59454,10780,0.0197899,4
FRN,220,2002,20258,36492000,260,708924.6,59863,10974,0.0199848,4
FRN,220,2003,19758,46232000,259,744472.7,60264,11172,0.0202724,4
FRN,220,2004,20770,53363000,256,759272.7,60643,11373,0.0204238,4
FRN,220,2005,19481,53181000,254,747442.6,60996,11533,0.0199728,4
FRN,220,2006,19852,54321000,255,732054.1,61353,11696,0.0192374,4
FRN,220,2007,19250,60662000,255,712940.6,61707,11861,0.0189237,4
MNC,221,1993,0,0,-9,329.7078,31,0,4.33E-06,4
MNC,221,1994,0,0,0,320.3675,31,0,3.51E-06,4
MNC,221,1995,0,0,0,345.5965,32,0,3.65E-06,4
MNC,221,1996,0,0,0,377.2726,32,0,3.78E-06,4
MNC,221,1997,0,0,0,363.4572,32,0,3.62E-06,4
MNC,221,1998,0,0,0,391.1125,33,0,3.84E-06,4
MNC,221,1999,0,0,0,382.6823,33,0,3.71E-06,4
MNC,221,2000,0,0,0,404.2908,34,0,3.77E-06,4
MNC,221,2001,0,0,0,376.2524,32,0,3.45E-06,4
MNC,221,2002,0,0,0,378.9584,32,0,3.40E-06,4
MNC,221,2003,0,0,0,395.3127,32,0,3.38E-06,4
MNC,221,2004,0,0,0,400.6518,32,0,3.26E-06,4
MNC,221,2005,0,0,0,392.1267,32,0,3.15E-06,4
MNC,221,2006,0,0,0,393.7506,33,0,3.12E-06,4
MNC,221,2007,0,0,0,381.2702,33,0,2.99E-06,4
LIE,223,1990,0,0,0,94.69954,29,0,1.73E-06,4
LIE,223,1991,0,0,0,124.2568,29,0,1.97E-06,4
LIE,223,1992,0,0,0,106.8072,30,0,1.81E-06,4
LIE,223,1993,0,0,0,113.6927,30,0,1.83E-06,4
LIE,223,1994,0,0,0,121.4597,31,0,1.90E-06,4
LIE,223,1995,0,0,0,120.8588,31,0,1.86E-06,4
LIE,223,1996,0,0,0,122.5931,31,0,1.83E-06,4
LIE,223,1997,0,0,0,121.5985,32,0,1.82E-06,4
LIE,223,1998,0,0,0,124.3794,32,0,1.83E-06,4
